locus_id,category,subfamily_raw,subfamily,subfamily_alias,group,class,include
HERVFH19_6_GL000256v2_alt,oneside,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH19_6p21.32,oneside,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH19_7q32.2,oneside,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH19_9q34.11,internal,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH19_Xp11.3a,prototype,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH19_Xp11.3b,prototype,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH19_Xq13.1,prototype,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH19_Xq21.1,internal,HERVFH19-int,HERVFH19,HERVFH19,HERVF,ERV1,"LTR19A,LTR19B"
HERVFH21_10q22.1a,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_10q22.1b,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_11p13,internal,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_11p15.4,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_13q21.1,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_13q31.1,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_14q32.31a,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_14q32.31b,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_16p11.2,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_19p12,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_19q11,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_1p34.3,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_1p36.23,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_1p36.31,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_1q23.1,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_2p15,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_3q23,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_3q25.1,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_3q26.1,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_4q25,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERVL,"LTR21A,LTR21B,LTR21C"
HERVFH21_5p13.3,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_5q34,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_6p22.3,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_6p24.1,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_7p21.3,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_7q11.21,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_8q11.21,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_8q21.11,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_Xq11.2a,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_Xq11.2b,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_Xq21.1,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_Yq11.21,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_Yq11.221,prototype,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVFH21_Yq11.222,oneside,HERVFH21-int,HERVFH21,HERVFH21,HERVF,ERV1,"LTR21A,LTR21B,LTR21C"
HERVH_10p11.21,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p11.22,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p12.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p12.1b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p12.1c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p12.31,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p12.33,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p14a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p14b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p15.1,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p15.3a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10p15.3b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q11.22,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q21.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q21.1b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q21.1c,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q21.1d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q21.1e,unknown,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q21.1f,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q22.3a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q22.3b,internal,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.1,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.2a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.2b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.31a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.31b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.31c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.31d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q23.32,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q24.1,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q24.2a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q24.2b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q24.31a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q24.31b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q24.33a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q24.33b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q25.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q25.1b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q25.1c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q25.1d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q25.3,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q26.11,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_10q26.12,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11_KI270829v1_alt,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p11.12,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p12a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p12b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p12c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p14.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p14.1b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p14.1c,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p14.3a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p14.3b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p14.3c,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p14.3d,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.1b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.2,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4e,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4f,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4g,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4h,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11p15.4i,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q11,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q12.3,unknown,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.2a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.2b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.2c,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.2d,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.2e,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.2f,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.3a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.3b,internal,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.3c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.4a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q13.4b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1e,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1f,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1g,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1h,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.1i,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.2,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q14.3,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q21a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q21b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q21c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q21d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q21e,tandem*,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q22.2,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q23.1,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q23.3a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q23.3b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q23.3c,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.1b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.1c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.1d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.2a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.2b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.3a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q24.3b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q25a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_11q25b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p11.1,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p11.21,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p11.22a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p11.22b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.1b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.2a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.2b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.3a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.3b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.3c,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.3d,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p12.3e,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.1a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.1b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.2a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.2b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.2c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.2d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.31a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.31b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.31c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.31d,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.31e,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12p13.32,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q12,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q13.11a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q13.11b,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q13.11c,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q13.2a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q13.2b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q14.1a,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q14.1b,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q14.1c,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q14.1d,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q14.2,oneside,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
HERVH_12q15a,prototype,HERVH-int,HERVH,HERVH,HERVH,ERV1,"LTR7,LTR7A,LTR7B,LTR7C,LTR7Y"
